Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
41615:46,5.2,3.56,[6.44368695 3.36586371],[0.4110786682505944  1.1546785576258616],[4  6  3  7  7  1  5  6  6  7],[0.1 0.  0.1 0.1 0.1 0.3 0.3],"and so when i'm teaching a class , obviously i wear a suit or dress,"
27268:38,2.8333333333333335,6.138888888888888,[1.44444444 7.        ],[0.4843226210229789  0.0007071067811865475],[2  1  1  1  7  3  2  1  1  1  7  7],[0.5        0.16666667 0.08333333 0.         0.         0. 0.25      ],"we're going  to send our kid here for seven or eight hours a day."
6465:51,3.7777777777777777,4.617283950617284,[6.00239297 2.00652953],[0.499803951816848  0.6395823222288182],[6  3  2  7  3  1  5  6  1],[0.22222222 0.11111111 0.22222222 0.         0.11111111 0.22222222 0.11111111],"uh, and, and i would certainly support something like four to one or five to one."
2178:23,3.888888888888889,7.432098765432098,[1.         6.19999979],[0.0007071067811865475  0.8246217497473801],[7  4  7  7  1  1  1  6  1],[0.44444444 0.         0.         0.11111111 0.         0.11111111 0.33333333],"when i retired from there, or left , i took the money i that i had  in mine and put it in an i r a"
150028:44,3.8181818181818183,6.148760330578512,[5.99998217 1.19999572],[0.5773803083113924  0.2828413290529442],[5  1  7  2  6  1  1  7  6  1  5],[0.36363636 0.09090909 0.         0.         0.18181818 0.18181818 0.18181818],"so i don't know if i could have taken it to another retailer or not."
105461:58,2.1,1.4900000000000002,[2.83294014 1.        ],[0.7547735847817343  0.0007071067811865475],[5  1  2  1  1  3  3  1  2  2],[0.4 0.3 0.2 0.  0.1 0.  0. ],"it wasn't like the newer ones that  have nice chambers that  keep it afloat or keep it, uh, upright again."
174072:59,3.0,3.0,[2.25000214 6.        ],[0.6846562998462382  0.0007071067811865475],[2  1  3  2  3  6  4  1  6  2],[0.2 0.3 0.2 0.1 0.  0.2 0. ],"uh, i guess the topic is trial by jury and how we should change that  or how we would change it ."
145167:70,2.3636363636363638,3.1404958677685952,[1.         3.99977623],[0.0007071067811865475  1.0001307585939962],[5  1  3  2  1  4  1  1  1  6  1],[0.54545455 0.09090909 0.09090909 0.09090909 0.09090909 0.09090909 0.        ],"uh, are you going  to, uh, put your son in child care in a, a year or two."
152986:22,4.6,5.04,[7.         3.00005183],[0.0007071067811865475  1.0000455969597966],[4  5  2  7  7  4  7  1  7  2],[0.1 0.2 0.  0.2 0.1 0.  0.4],"just, uh, stays away or runs usually."
100564:48,4.4,3.04,[6.25433112 3.214772  ],[0.30794684430366737  0.7934966499131779],[1  4  3  7  6  6  4  4  6  3],[0.1 0.  0.2 0.3 0.  0.3 0.1],"and, uh, you know the type of facilities whether it's a shared room or two separate rooms that  share uh, a, uh, bathroom."
84362:25,3.7,5.8100000000000005,[5.99991503 1.39998734],[0.6325836916910794  0.34640905602589706],[1  7  2  5  5  2  1  1  7  6],[0.3 0.2 0.  0.  0.2 0.1 0.2],"but it  has been about three or four years of, uh, uh, playing around with flowers to de-, decide which ones  actually grow here."
165670:54,3.7,6.609999999999999,[1.6666668  6.75000003],[0.5270470085137688  0.3061870206655807],[2  1  7  2  1  6  1  7  3  7],[0.3 0.2 0.1 0.  0.  0.1 0.3],"uh, yet i don't know wh-, whether i would buy saturn or not at this point."
146661:26,2.6,3.04,[1.31158664 4.33883302],[0.33029022731849816  0.8900643562559141],[1  4  5  1  2  1  1  6  3  2],[0.4 0.2 0.1 0.1 0.1 0.1 0. ],"and i can take plastic like milk cartons or if they have water in them."
104287:70,2.6363636363636362,5.322314049586776,[1.25       6.33333333],[0.3061870343433895  0.3333340833324895],[2  1  1  6  1  6  1  1  1  7  2],[0.54545455 0.18181818 0.         0.         0.         0.18181818 0.09090909],"and, um, i don't, i don't know if he's really serious about it yet or not, you know,"
145063:39,2.7777777777777777,5.506172839506173,[5.99997717 1.16666429],[0.577388602432596  0.26352258411850693],[1  1  6  1  7  1  5  2  1],[0.55555556 0.11111111 0.         0.         0.11111111 0.11111111 0.11111111],"and hers was the only income we had  for three or four months."
119612:30,3.9,5.090000000000001,[1.         5.14280724],[0.0007071067811865475  1.0302017120901485],[7  1  1  4  5  1  4  7  6  3],[0.3 0.  0.1 0.2 0.1 0.1 0.2],"uh, there's a lake like maybe two or three miles from here,"
155506:58,2.6363636363636362,3.3223140495867756,[1.62362433 5.28886326],[0.34261526691426375  0.9184122936476584],[7  1  2  5  2  2  4  1  1  2  2],[0.27272727 0.45454545 0.         0.09090909 0.09090909 0. 0.09090909],"and, uh, she really enjoys it right now because she doesn't have  to wash dishes or cook."
146522:172,3.0,3.5555555555555554,[4.8571582  1.73761217],[1.095445908406474  0.44886366535669403],[5  1  2  1  2  4  3  7  2],[0.22222222 0.33333333 0.11111111 0.11111111 0.11111111 0. 0.11111111],"i, i believe, if i, am in a position, uh, like when my mother gets to a point where she needs special care   that i will be able  to just bring her  into my home and my father also, and uh, or have someone go into their home, you know and uh, and look after them."
75447:58,4.4,2.84,[5.15866634 2.62271524],[0.8498888321989252  0.8949215573292577],[3  6  5  4  1  5  4  3  6  7],[0.1 0.  0.2 0.2 0.2 0.2 0.1],"and they have a little display screen that  shows you a message and either tells you a person or a, a phone number to respond to"
66190:44,5.0,6.888888888888889,[1.33333333 6.83333333],[0.3333340833324895  0.2635240870289553],[7  7  2  1  7  1  7  7  6],[0.22222222 0.11111111 0.         0.         0.         0.11111111 0.55555556],"so i thought, man, i don't know if i trust this or not."
135320:83,2.3333333333333335,1.7777777777777777,[3.95765246 1.51847744],[0.6282405425908829  0.3781842094572561],[1  2  1  2  4  3  2  5  1],[0.33333333 0.33333333 0.11111111 0.11111111 0.11111111 0. 0.        ],"well and then, you think, well, how did they do it  out in the real world anyway when these fish are in the tropicals or wherever they are   kind of trying  to keep up with that ,"
163620:59,1.6666666666666667,0.8888888888888887,[1.375 4.   ],[0.34232733288308176  0.0007071067811865475],[2  4  1  1  2  1  1  1  2],[0.55555556 0.33333333 0.         0.11111111 0.         0. 0.        ],"i find myself, uh, listening to a lot of, uh, uh, either old timer  or new england , uh, dance bands as well as, uh, just more popular folk music and new artists coming up."
148624:46,2.2,3.96,[5.99932765 1.24996892],[0.7080005744607397  0.3061743431763639],[1  2  1  1  1  1  5  1  7  2],[0.6 0.2 0.  0.  0.1 0.  0.1],"i, i took one class about, i guess three or four years ago."
13897:70,2.6,3.2400000000000007,[4.19993637 1.        ],[0.8246749541701548  0.0007071067811865475],[3  1  5  1  1  4  6  3  1  1],[0.5 0.  0.2 0.1 0.1 0.1 0. ],"and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick."
137591:36,3.8,6.56,[6.75025623 1.8343018 ],[0.3060823834030227  0.7558690621659375],[2  4  1  7  1  6  1  2  7  7],[0.3 0.2 0.  0.1 0.  0.1 0.3],"they've won, like, i think  six or seven in a row now,"
65937:74,4.1,4.89,[2.85717145 7.        ],[0.9583427051922259  0.0007071067811865475],[7  3  3  4  1  5  7  7  3  1],[0.2 0.  0.3 0.1 0.1 0.  0.3],"why not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician ."
165010:22,2.3,3.810000000000001,[1.37497784 5.9994213 ],[0.3423232830944237  0.7078767627990952],[7  5  1  1  1  1  1  2  2  2],[0.5 0.3 0.  0.  0.1 0.  0.1],"it's probably a japanese  or a burmese  company owning and hiring people in the u s."
152387:44,2.8181818181818183,4.694214876033058,[5.48720572 1.28430802],[0.8033397913662503  0.31896558688385634],[4  5  1  7  6  1  2  1  1  1  2],[0.45454545 0.18181818 0.         0.09090909 0.09090909 0.09090909 0.09090909],"i think you would be more willing  to either help that person or help it get accomplished , you know."
139466:13,5.538461538461538,4.710059171597633,[6.7        1.66666667],[0.3240378064362243  0.3333340833324895],[2  7  7  6  7  6  7  7  6  2  7  7  1],[0.07692308 0.15384615 0.         0.         0.         0.23076923 0.53846154],"you pour bouillon or chicken broth over it."
155785:58,4.444444444444445,4.024691358024691,[6.50139284 2.80751841],[0.35356550577111606  0.7007109292480053],[3  4  6  7  3  7  1  6  3],[0.11111111 0.         0.33333333 0.11111111 0.         0.22222222 0.22222222],"and we seem  to be able  to get along with the president turnover ever eight years or four years."
84591:56,3.6,6.24,[1.66668065 6.49940857],[0.5272638804194228  0.6132907138808679],[2  1  1  2  7  7  3  5  7  1],[0.3 0.2 0.1 0.  0.1 0.  0.3],"and this thing  came on where these, a group of like five or six guys went and filmed themselves beating up people in the street and, and robbing them ."
84000:35,2.6666666666666665,3.5555555555555554,[1.71428571 6.        ],[0.4948721645794625  0.0007071067811865475],[2  3  1  6  2  1  1  6  2],[0.33333333 0.33333333 0.11111111 0.         0.         0.22222222 0.        ],"it almost costs so much  to fix anything or do anything with it, you're just better off  buying another car."
160767:43,3.090909090909091,5.7190082644628095,[1.75086704 6.6670182 ],[0.7716743995599185  0.33324730656411694],[4  1  1  7  3  2  1  1  1  7  6],[0.45454545 0.09090909 0.09090909 0.09090909 0.         0.09090909 0.18181818],"so much of it, is now just going  to service debt or you know, is going in, into, into programs that, you know,"
46087:36,4.6,4.04,[5.85714283 1.66666666],[0.4517545663630705  0.3333340849341303],[2  6  2  6  1  6  5  6  7  5],[0.1 0.2 0.  0.  0.2 0.4 0.1],"and then i'll, uh, normally check out the eagles or the patriots."
52016:33,2.4,3.6399999999999997,[1.4999826  5.99942895],[0.3535540978052298  0.7078666530030187],[1  2  2  1  7  1  2  2  5  1],[0.4 0.4 0.  0.  0.1 0.  0.1],"i haven't been to a movie theater in probably eight or nine months,"
23676:18,2.1818181818181817,3.239669421487603,[1.7 7. ],[0.7106338806362168  0.0007071067811865475],[1  1  1  1  2  3  1  1  4  7  2],[0.54545455 0.18181818 0.09090909 0.09090909 0.         0. 0.09090909],"you serve that yourself, or the, for a family."
63674:32,2.9,2.4899999999999998,[2.04321067 4.98617466],[0.5774188474452646  0.6283586060675588],[3  3  1  2  2  5  2  4  6  1],[0.2 0.3 0.2 0.1 0.1 0.1 0. ],"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,"
95254:54,2.3636363636363638,3.1404958677685952,[3.99977622 1.        ],[1.0001307660836605  0.0007071067811865475],[1  4  2  1  5  3  1  1  6  1  1],[0.54545455 0.09090909 0.09090909 0.09090909 0.09090909 0.09090909 0.        ],"and i couldn't just, you know, wait for eight, three or four months and then bring them back to her"
76810:84,1.2222222222222223,0.1728395061728395,[2. 1.],[0.0007071067811865475  0.0007071067811865475],[1  1  2  1  1  1  1  2  1],[0.77777778 0.22222222 0.         0.         0.         0. 0.        ],"and, uh, it 's too bad that all this stuff is just being thrown  into a data base, and that none of the ideas or thoughts are being used  at all."
19130:45,2.4,2.2399999999999998,[1.6940392  4.61182666],[0.44246685790296575  0.888166824866907],[2  4  1  1  1  2  2  2  3  6],[0.3 0.4 0.1 0.1 0.  0.1 0. ],"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom, it doesn't look as though, you know, everybody's following the same pattern."
138291:77,3.7,3.81,[2.30659839 5.58719448],[0.8164864343863084  0.6975925814842279],[2  5  1  3  1  7  6  3  5  4],[0.2 0.1 0.2 0.1 0.2 0.1 0.1],"i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth"
19844:87,3.4,4.24,[2.14289862 6.33334164],[0.5890802859337818  0.3333361607467502],[1  6  3  6  3  2  2  1  7  3],[0.2 0.2 0.3 0.  0.  0.2 0.1],"well, i've gone to the point where my husband, my husband travels, i get out like, you know, two or three books ."
75445:52,3.3,2.41,[4.49999334 1.50000538],[0.353567144194859  0.35356714403898987],[4  2  5  5  4  4  2  1  5  1],[0.2 0.2 0.  0.3 0.3 0.  0. ],"these days they have these tiny little things that  are only about the size of two or three pencils."
113176:393,3.3333333333333335,2.666666666666667,[2.36116714 5.3396382 ],[0.6908488573288188  0.3349148040991603],[1  3  1  3  3  5  6  3  5],[0.22222222 0.         0.44444444 0.         0.22222222 0.11111111 0.        ],"uh, my, my idea i guess of the ideal vacation would be to begin with, uh, money be no object. you know, so just absolutely, you know, first class fly where i want  to , rent a car if i want  to. uh, you know, just the, really the nicest hotels and stuff like that and and not worry if somebody says, well, let's take this little side trip, you know, and not have to sit there and figure out, um, you know, again we, we fit that in there or not."
62433:170,3.0,5.111111111111111,[1.49901373 5.99581689],[0.539627268743136  0.5823978614789904],[1  2  1  1  5  3  1  6  7],[0.44444444 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.11111111],"and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required  to do some kind of community service type work, and help people in that area or people in the united states ."
155153:30,2.6,5.24,[7.  1.5],[0.0007071067811865475  0.5000004999997515],[7  2  1  7  1  1  3  2  1  1],[0.5 0.2 0.1 0.  0.  0.  0.2],"uh, well i think, either my wife or i would like  to pursue advanced degrees at some point"
126348:129,3.625,5.984375,[1.80000035 6.66666676],[0.5291514004866077  0.3333340604239136],[6  7  1  1  7  3  2  2],[0.25  0.25  0.125 0.    0.    0.125 0.25 ],"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not."
14162:28,1.8888888888888888,1.432098765432099,[1.5 5. ],[0.35355409769973645  0.0007071067811865475],[2  2  5  1  1  1  1  2  2],[0.44444444 0.44444444 0.         0.         0.11111111 0. 0.        ],"radio seems  to have a full platter or full plate of different things that they need  to get  done."
39760:67,2.8,4.76,[1.42857143 6.        ],[0.5150792390382067  0.0007071067811865475],[2  1  6  1  1  6  1  3  1  6],[0.5 0.1 0.1 0.  0.  0.3 0. ],"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe ,"
71894:104,2.7,1.61,[3.72014564 1.6252303 ],[0.5980616085614502  0.3879427917834228],[2  2  4  3  4  5  2  1  3  1],[0.2 0.3 0.2 0.2 0.1 0.  0. ],"but i feel guilty for  not going, because i really i'm, i'm so used to  going for, you know, three or four years now."
127555:91,4.3,5.01,[1.74917566 5.997209  ],[0.5871089199153701  0.5809247506679164],[2  1  6  3  5  7  7  6  5  1],[0.2 0.1 0.1 0.  0.2 0.2 0.2],"and no matter what the weather is  they can walk at a pretty good clip and, and not have  to worry about the weather summer or winter."
111864:66,3.5833333333333335,5.909722222222222,[1.3315628  5.82222946],[0.3328894305671136  0.869240504069206],[2  4  1  7  7  5  1  2  5  1  1  7],[0.33333333 0.16666667 0.         0.08333333 0.16666667 0. 0.25      ],"so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens,"
24609:54,2.2,2.56,[3.91354068 1.23899642],[1.0527065629443335  0.30204785604577017],[4  1  2  2  1  3  6  1  1  1],[0.5 0.2 0.1 0.1 0.  0.1 0. ],"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery that  might endanger someone."
